month,close
12/1/2012,13104.13965
1/1/2013,13860.58008
2/1/2013,14054.49023
3/1/2013,14578.54004
4/1/2013,14839.79981
5/1/2013,15115.57031
6/1/2013,14909.59961
7/1/2013,15499.54004
8/1/2013,14810.30957
9/1/2013,15129.66992
10/1/2013,15545.75
11/1/2013,16086.41016
12/1/2013,16576.66016
1/1/2014,15698.84961
2/1/2014,16321.70996
3/1/2014,16457.66016
4/1/2014,16580.83984
5/1/2014,16717.16992
6/1/2014,16826.59961
7/1/2014,16563.30078
8/1/2014,17098.44922
9/1/2014,17042.90039
10/1/2014,17390.51953
11/1/2014,17828.24023
12/1/2014,17823.07031
1/1/2015,17164.94922
2/1/2015,18132.69922
3/1/2015,17776.11914
4/1/2015,17840.51953
5/1/2015,18010.67969
6/1/2015,17619.50977
7/1/2015,17689.85938
8/1/2015,16528.0293
9/1/2015,16284.7002
10/1/2015,17663.53906
11/1/2015,17719.91992
12/1/2015,17425.0293
1/1/2016,16466.30078
2/1/2016,16516.5
3/1/2016,17685.08984
4/1/2016,17773.64063
5/1/2016,17787.19922
6/1/2016,17929.99023
7/1/2016,18432.24023
8/1/2016,18400.88086
9/1/2016,18308.15039
10/1/2016,18142.41992
11/1/2016,19123.58008
12/1/2016,19762.59961
1/1/2017,19864.08984
2/1/2017,20812.24023
3/1/2017,20663.2207
4/1/2017,20940.50977
5/1/2017,21008.65039
6/1/2017,21349.63086
7/1/2017,21891.11914
8/1/2017,21948.09961
9/1/2017,22405.08984
10/1/2017,23377.24023
11/1/2017,24272.34961
12/1/2017,24719.2207
1/1/2018,26149.39063
2/1/2018,25029.19922
3/1/2018,24103.10938
4/1/2018,24163.15039
5/1/2018,24415.83984
6/1/2018,24271.41016
7/1/2018,25415.18945
8/1/2018,25964.82031
9/1/2018,26458.31055
10/1/2018,25115.75977
11/1/2018,25538.46094
12/1/2018,23327.46094
1/1/2019,24999.66992
2/1/2019,25916
3/1/2019,25928.67969
4/1/2019,26592.91016
5/1/2019,24815.03906
6/1/2019,26599.96094
7/1/2019,26864.26953
8/1/2019,26403.2793
9/1/2019,26916.83008
10/1/2019,27046.23047
11/1/2019,28051.41016
12/1/2019,28462.14063
